,Título do Artigo,Autor,Palavras-chave,Resumo,PDF Links,Link para o Sumário Executivo,Link
135,DP 0131 - Economic Regulation and Cost-efficiency in Brazilian Urban Public Transport: the Case of Belo Horizonte,Alexandre de Ávila Gomide,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","The transport economics literature has indicated that introduction of competition for the market in urban bus services (i.e. by means of competitive bidding) could promote cost-efficiency with low fares and better quality services. Therefore, this paper analyse the main outcomes and the latest consequences of the bidding process occurred during 1997-1998 in Belo Horizonte with the use of operational data. Did economic efficiency improve? Did fares decrease? This case study concludes that contracting-out bus services through a bidding process is not enough to ensure company cost-efficiency if public authorities do not implement a well-devised competitive tendering process and do not design an effective regulatory framework. We hope that this study can help policy makers to improve future bidding processes in Brazilian cities and to design an effective regulatory model for the urban bus sector, especially in these days where the media have made known the critical situation endured by the urban poor, which have no conditions to afford the costly fare levels of the public transport services.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_131.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24726
136,DP 0130 - Do Informal Workers Queue for Formal Jobs in Brazil?,Fábio Veras Soares,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper investigates the existence of a job queue for formal (registered) jobs in the Brazilian labour market in an endogenous switching regression framework. This approach aims at correctly specifying the allocation process in the presence of queuing and getting unbiased wage equation estimates in order evaluate the role of wage differential between formal and informal sector in determining sector allocation. We estimate three types of bivariate probit specifications in order to evaluate the sensitivity of the results to different assumptions about the sector allocation process. In particular, we assess the sensitivity of the job queue estimates to the usual assumption of partial observability using subjective survey questions on the desire of informal (non-registered) workers to switch to formal job. Our tests were not able to reject the hypothesis of job queue. Our estimates of the job queue “length” for selected groups show that non-white, female, illiterate, “new entrants” and former informal workers are the groups with the lower probability of being chosen from the queue conditional on being in the queue. This result is particularly strong for workers whose last job was in the informal sector, suggesting that a spell in the informal sector may jeopardize the worker’s chance of getting a formal job.


Este artigo investiga a existência de fila por trabalhos formais (com carteira) no mercado de trabalho brasileiro. Estima-se uma regressão com mudança endógena (endogenous switching regression) a fim de especificar corretamente o processo de alocação setorial dos trabalhadores na presença de filas, e desse modo, conseguir estimar o diferencial de salários entre trabalhadores do setor formal e do informal livre de viés de seletividade. Foram avaliados três diferentes especificações de probit bivariados com o intuito de avaliar a sensibilidade das estimativas das filas a diferentes hipóteses sobre o processo de alocação setorial. Em particular, testou-se a sensibilidade das estimativas das filas por trabalho à hipótese de observação parcial dos modelos de fila por trabalho usando perguntas subjetivas de pesquisas (Pnad 1990) sobre o desejo dos trabalhadores do setor informal de mudar para um emprego formal. Os testes não rejeitam a hipótese de existência de fila por trabalho formal. Entre os trabalhadores com maiores dificuldades de serem escolhidos da fila, uma vez que estejam nela, estão os negros, as mulheres, os analfabetos, os jovens que estão entrando no mercado de trabalho e os trabalhadores que foram informais no último trabalho. Este último resultado sugere que um período no setor informal reduz bastante a chance de um trabalhador conseguir um posto de trabalho formal no futuro.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_130.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24727
137,DP 0129 - Some Stylized Facts of the Informal Sector in Brazil in the 1980’s end 1990’s,Fábio Veras Soares,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","Two facts have characterized the evolution of the informal sector in Brazil during the last two decades: the increase in the proportion of non-registered workers and the diminishing wage gap between non-registered and registered workers. In this paper, we briefly review the literature on informal sector in developing countries and document both the increase of the informal sector and the fall in the wage gap in Brazil. Besides, we investigate which factors were responsible for the fall in the wage gap and how this reduction has contributed to reduce wage inequality between 1981 and 1999. Among our findings, we would highlight: i) the coincidence between these two movements and the market-oriented reforms of the early 1990’s; ii) that the fall in the formal/informal wage gap has substantially contributed to the decrease in wage inequality. After education, the fall in the wage premium due to the possession of a work-card was the main responsible for bringing down wage inequality. Why and how it happened is an open debate. We will tackle this issue on two forthcoming papers were we investigate the role of the trade liberalization (Soares, 2004a) and the effects of the increasing indexation of informal sector wages to the minimum wage (Soares, 2004b).


Dois fatos caracterizaram a evolução do setor informal no Brasil nas últimas duas décadas: o aumento na proporção de empregados sem registro em carteira e a redução no diferencial de salários entre trabalhadores registrados (com carteira) e sem registro (sem carteira). Neste trabalho, foi brevemente revisada a literatura sobre o setor informal em países em desenvolvimento e documentados tanto o aumento da informalidade quanto a redução do diferencial de salários. Adicionalmente, investigouse quais fatores foram responsáveis pela redução no diferencial de salários e como tal redução contribuiu para a diminuição da desigualdade salarial entre 1981 e 1999. Entre os resultados encontrados, destacam-se: i) a coincidência entre esses dois fenômenos e as reformas pró-mercado do início dos anos 1990; ii) a redução do diferencial de salários formal/informal como o segundo fator mais importante para a redução da desigualdade de salários, após educação. Por que e como isso ocorreu ainda são questões abertas ao debate. Tais aspectos serão analisados em dois Textos para Discussão que serão publicados futuramente. Neste trabalho, tanto o impacto da abertura comercial sobre o setor informal como os efeitos da crescente indexação dos salários do setor informal ao salário mínimo serão estudados.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_129.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24728
138,DP 0128 - Accounting for Brazil's Growth Experience – 1940-2002,Edmar Lisboa Bacha e Regis Bonelli,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper is devoted to a quantitative assessment of Brazil’s long-term growth experience. The analysis herein shows that savings alone do not explain the growth slump after 1980. Our explanation centers on the evolution of the output-capital ratio and on changes in the relative price of investment goods. A lower degree of capacity utilization also helps to elucidate Brazil’s mediocre growth performance since 1980. Decadal decompositions of capital stock and GDP growth highlight the factors accounting for Brazil’s growth in particular sub-periods.


O trabalho contém uma avaliação quantitativa da experiência brasileira de crescimento no longo prazo, cobrindo o período 1940-2002. A análise mostra que o desempenho da poupança, por si só, não explica a redução das taxas de crescimento depois de 1980. Nossa explicação para esse fenômeno está baseada na evolução da relação produto-capital e nas mudanças dos preços relativos dos bens de investimento. A redução do grau de utilização da capacidade instalada também ajuda a explicar o medíocre desempenho brasileiro desde 1980. Um conjunto de decomposições do crescimento do estoque de capital e do PIB segundo períodos selecionados destaca quais foram os fatores responsáveis pelo crescimento brasileiro nesses períodos.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_128.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24729
139,DP 0043 - The Challenge of Reforming Social Security in Latin America,Francisco Eduardo Barreto de Oliveira,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa",Ipea - Instituto de Pesquisa Econômica Aplicada,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_43.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24961
140,DP 0127 - Challenges of the Private Health Plans Regulation in Brazil,Carlos Octávio Ocké-Reis,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","The idea of regulating private health plans so as to favor major players and the “managed care” is incompatible with the guidelines of the National Health System [Sistema Único de Saúde (SUS)] and for this reason we defend instead a regulatory action aiming to strengthen the public sphere. In particular, we discuss how this alternative could improve the regulatory capacity of the National Supplementary Health Agency [Agência Nacional de Saúde Suplementar (ANS)] to face the economic crisis in the health plan marketplace, dispelling the mistaken notion that the market, once strengthened, will cooperate with the SUS rather than contaminate it.


A idéia que defende uma regulação dos planos de saúde em favor dos grandes players e do “managed care” é incompatível com as diretrizes do Sistema Único de Saúde (SUS), por isso, defendemos a adoção de um tipo de ação regulatória em direção ao fortalecimento da esfera pública. Em particular, apontamos como essa alternativa poderia capacitar a Agência Nacional de Saúde Suplementar (ANS) no enfrentamento da crise econômica do mercado de planos, desfazendo a ficção de que o mercado, uma vez fortalecido, vai cooperar com o SUS, ao invés de contaminá-lo.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_127.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24736
141,DP 0126 - The Timing of Development and the Optimal Production Scale: a Real Option Approach to Oilfield E&P,"Katia Rocha, Marco Antonio Guimarães Dias e José Paulo Teixeira","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","Petroleum exploration in Brazil is performed throughout a bidding process coordinated by the National Petroleum Agency (NPA), where the exploration and production (E&P) firms need to evaluate concessions performing financial and economic analyses routinely. Since oil is a public resource with economic and strategic value for the country, the governmental agency should have control over the financial and economic pricing techniques. The E&P firm holds the investment opportunity to develop a delineated oilfield. The oilfield development investment plan shall be presented to NPA until a specific date or the oilfield rights returns back to NPA. The oilfield can be developed up to a specific time through three mutually exclusive alternatives representing the oilfield production and exploration scale. The developed oilfield is proportional to the price of oil, which evolves according to a stochastic differential equation. The E&P firm considers three mutually exclusive alternatives of scale to exploit the oilfield, with different investment costs. The investment opportunity is analogous to an American call option with finite time to maturity and payoff equal to that of the developed oilfield (underlying asset) minus the development cost of the optimal alternative (exercise price). We obtain the investment opportunity value and the optimal development rule for the oilfield, i.e., the optimal development timing and the optimal production scale as function of the current oil price and the economic uncertainty of the market.


A exploração de campos de petróleo no Brasil é realizada mediante um processo de licitação de blocos pela Agência Nacional de Petróleo (ANP), nos quais os concessionários utilizam diversas técnicas financeiras e econômicas para o apreçamento dos ativos em questão. Sendo esses recursos bens públicos e de fundamental valor econômico e estratégico para o país, cabe à agência governamental ter o domínio e controle necessários para compreender a análise de viabilidade econômica de seus ativos públicos, visando a uma eficiência maior e melhor nesse processo. A firma de exploração e produção (E&P), ganhadora do processo de concessão, detém a opção de desenvolver um campo de petróleo já delimitado. O plano de desenvolvimento do campo deve ser apresentado à ANP até uma data específica, ou os direitos de exploração retornam à agência. A firma de E&P considera três alternativas mutuamente exclusivas de diferentes custos de investimento para explorar o campo, que representam a escala de produção desse campo. O valor do campo desenvolvido é proporcional ao preço do óleo que evolui segundo uma equação diferencial estocástica. A oportunidade de investimento no desenvolvimento do campo é análoga a uma opção americana finita cujo payoff é o valor do campo desenvolvido (valor do ativo), subtraído do custo da alternativa ótima de desenvolvimento (preço de exercício). Obtemos o valor da oportunidade de investimento e a regra ótima de desenvolvimento do campo, ou seja, o momento ótimo de desenvolvimento e a escala ótima de produção como função do preço corrente do óleo e de sua incerteza de mercado.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_126.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24737
142,DP 0125 - Distributional Effects of Optimal Commodity Taxes Combined with Minimum Income Programs in Brazil,"Ana Luiza N. H. Barbosa, Eduardo P. S. Fiuza, Marcel Scharth e Seki Asano","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","Commodity taxes play an important role in Brazil and raise around 60% of the total tax revenue. This heavy reliance renders commodity taxation one of the main tools available to the government for collecting revenue and securing redistribution. In fact, Brazilian income inequity is one of the highest in the world: the wealthiest 1% of population, equivalent to 1.6 million people, earn together as much as the 50% poorest, around 80 million. The purpose of this paper is a partial equilibrium numerical micro-simulation of the distributional effects of optimal commodity taxation combined with minimum income transfers made by the government to households. The approach used to measure households welfare is a money metric indirect utility or equivalent income [King (1983)], obtained from an Almost Ideal Demand System set of parameter estimates. We plug it into the equivalent variation formula to evaluate the equity effects specified in terms of the equivalent income. The data source is a 1995-1996 national household expenditure survey, though estimated parameters come from a sample comprising a 1987-1988 wave as well. We find that our proposed minimum income programs combined with selectiveness in commodity tax structure would be useful as redistribution income instrument among households in Brazil. These results can provide some valuable contribution in the context of the increasing discussion about minimum income programs in Brazil associated with demographic characteristics such as education and family size.


Impostos sobre o consumo têm um importante papel no Brasil e arrecadam cerca de 60% da receita tributária total. Essa forte dependência faz com que a tributação sobre o consumo seja um dos principais instrumentos distributivos e de arrecadação do governo na receita tributária. De fato, a desigualdade de renda brasileira é uma das mais altas do mundo: o 1% mais rico da população (o equivalente a 1,6 milhão de pessoas) ganha uma renda igual à dos 50% mais pobres; estes últimos representam cerca de 80 milhões de pessoas. O objetivo deste estudo é realizar uma simulação dos efeitos distributivos da tributação ótima sobre o consumo associada a programas de transferência de renda mínima feitos pelo governo. O arcabouço utilizado para medir o bem-estar dos agentes econômicos é a money metric indirect utility ou renda equivalente [King (1983)], com base nos parâmetros do sistema de demanda quase ideal (Almost Ideal Demand System). Nós adotamos a medida de variação equivalente, especificada em termos de renda equivalente, para avaliar os efeitos de eqüidade. A fonte de dados deste estudo é obtida na Pesquisa de Orçamentos Familiares (POF) do período de 1995-1996, embora a estimação dos parâmetros de demanda também tenha como base a POF de 1987-1988. Os resultados mostram que os programas de renda mínima, combinados com seletividade na estrutura de tributação sobre o consumo, podem ser muito úteis como instrumentos de redistribuição de renda no Brasil. Os resultados apresentados podem ser de valiosa contribuição, principalmente no contexto da crescente discussão sobre programas de renda mínima no Brasil associados com características demográficas, tais como educação e estrutura familiar.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_125.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24738
143,DP 0124 - Armington Elasticities for Brazil – 1986-2002: New Estimates,"Octávio Augusto Fontes Tourinho, Honorio Kume e Ana Cristina de Souza Pedroso","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa",Ipea - Instituto de Pesquisa Econômica Aplicada,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_124.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24739
144,DP 0123 - Regulatory Reform in Brazilian Infrastructure: Where Do We Stand?,Armando Castelar Pinheiro,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","The main objectives of regulatory reform and privatization of infrastructure in Brazil were to attract new private investment, increase efficiency and reduce the public debt through the use of privatization revenues. Whereas the evidence suggests that regulatory reform (privatization included) has succeed in fostering productivity growth and improving the fiscal accounts, much less has been accomplished by way of raising investment levels. The telecom sector is apparently the only exception to this rule. What accounts for the failure of privatization and regulatory reform to produce the expected boom in infrastructure investment? Was it an error in diagnosis, faulted implementation or lack of additional supporting reforms? What explains the atypical success observed in telecom? What lessons can be learned from this process and how can these be used to make the necessary corrections so as to produced the needed rise in infrastructure investment? This paper tries to answer these questions, reviewing and analyzing the process of regulatory reform in the main infrastructure sectors. In particular, it examines why has investment failed to expand more significantly. The paper discusses regulatory reform in the telecom, electricity, transportation, and water and sanitation sectors, and makes some recommendations for future action. It concludes that although much has been accomplished in reforming Brazilian infrastructure sectors, at least as much remains to be done.


Os principais objetivos do processo de reforma regulatória e privatização no setor de infra-estrutura foram: atrair investimentos privados para expandir a capacidade de produção, aumentar a sua eficiência e reduzir a dívida pública, usando as receitas da privatização. Enquanto a evidência disponível sugere que a reforma regulatória (incluindo a privatização) foi bem-sucedida em acelerar o crescimento da produtividade e melhorar as contas públicas, bem menos foi alcançado em termos de elevar os níveis de investimento. O setor de telecomunicações foi a única exceção a essa regra. O que explica o fracasso da privatização e da reforma regulatória em promover um substantivo aumento no investimento em infra-estrutura nos demais setores? Ocorreu um erro de diagnóstico, uma implementação malfeita ou faltaram reformas adicionais que dessem suporte a esse processo? O que explica o atípico sucesso no setor de telecomunicações? Que lições extrair desse processo e como usá-las para fazer as necessárias correções de forma a gerar o necessário aumento do investimento em infra-estrutura? Este artigo tenta responder a essas questões, revendo e analisando o processo de reforma regulatória nos principais setores de infra-estrutura. Em particular, ele examina por que o investimento deixou de aumentar mais significativamente. O artigo discute a reforma regulatória nos setores de telecomunicações, eletricidade, transporte e água e saneamento, e faz recomendações sobre iniciativas que podem ser tomadas para corrigir os problemas apontados no texto. Conclui-se que ainda que muito tenha sido feito e alcançado na reforma da infra-estrutura no Brasil, muito resta por fazer.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_123.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24740
145,DP 0122 - Residential Segregation and Social Exclusion in Brazilian Housing Markets,"Maria da Piedade Morais, Bruno de Oliveira Cruz e Carlos Wagner de Albuquerque Oliveira","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper seeks to analyze the set of characteristics that can explain the existence of slums (favelas) in Brazilian cities, based upon microdata from the 1999 edition of the National Household Survey (Pnad), published by the Brazilian Institute of Geography and Statistics (IBGE). The paper is divided in 2 main parts. In the first part, we make a brief description of the urbanization trends, the process of slum formation and the poverty profile in Brazil and present a survey of the empirical literature on social exclusion and spatial segregation. The second part of the article describes a logit regression designed to test the hypothesis if local, regional and personal attributes such as immigration, income level, household size, schooling, tenure conditions, gender, race, age, labor market insertion, sector of activity, city size and other locational variables are important to explain the existence of slums and residential segregation in the housing markets of the major Brazilian cities. Other concern of the paper is the nature of the relationship established between labor and housing markets, and the way in which discrimination and segmentation in both markets reinforce each other. By shedding some light on the causes and the nature of social discrimination and spatial segregation faced by slum-dwellers in Brazil (favelados), this study can aid policy makers to design more efficient urban and regional development policies in order to fight urban poverty in Brazil and in other developing countries.


Este artigo pretende analisar o conjunto de características que podem explicar o surgimento de favelas nas cidades brasileiras, a partir dos microdados da Pesquisa Nacional por Amostras de Domicílio (Pnad) do Instituto Brasileiro de Geografia e Estatística (IBGE) para o ano de 1999. O artigo está dividido em 2 partes principais. Na primeira parte, faz-se uma breve descrição das tendências da urbanização, do processo de formação de favelas e do perfil da pobreza no Brasil e apresenta-se uma resenha da literatura empírica sobre exclusão social e segregação espacial. Na segunda parte, estima-se uma função logit para testar hipóteses se atributos locais, regionais e pessoais como migração, nível de renda, tamanho da família, escolaridade, regime de propriedade, gênero, raça, idade, posição no mercado de trabalho, setor de atividade, tamanho de cidade e outros fatores locacionais são importantes para explicar o surgimento de favelas e a existência de segregação espacial e exclusão social no mercado habitacional das principais cidades brasileiras. Outra preocupação do artigo é esclarecer a natureza das relações existentes entre os mercados de trabalho e de habitação e o modo pelo qual a discriminação e a segmentação em ambos os mercados se reforçam mutuamente. Ao tentar elucidar as causas e a natureza da discriminação social e da segregação espacial enfrentadas pelos moradores das favelas brasileiras (“favelados”), este estudo pode ser útil no desenho de políticas de Desenvolvimento Regional e Urbano mais eficazes no combate à pobreza urbana, tanto no Brasil quanto em outros países em desenvolvimento.

acesseDownload",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_122.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24741
146,DP 0121 - The Process of Public Resources Allocation for Investment in Hospital Capacities,Alexandre Marinho,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This work develops a simple and comprehensive framework to improve the allocation of public resources to public and private hospitals from the standpoint of public hospital profitability in the presence of income inequalities. The paper illustrates the direct impacts that publicly-funded investments in capacity, the adoption of a public market share, the institution of punishments for insufficient supply and the provision of a stochastic reservation quality have on a public hospital’s surplus. The presented framework fits well the enormous Brazilian health system and can be useful in other circumstances and countries where public and private hospitals coexist.


O presente trabalho explicita um modelo simples e abrangente, para explorar possibilidades de aprimoramento na alocação de recursos públicos para investimentos em hospitais. Estuda-se a coexistência de hospitais públicos e privados, que devem atender diferentes estratos populacionais segmentados por renda em um mesmo setor saúde, o que possibilita a ocorrência de excessos de demanda. Nesse arcabouço, são explicitados os impactos que a adoção de diferentes políticas de racionalização da oferta podem ter sobre o desempenho econômico dos hospitais públicos. O modelo é aplicável ao sistema de saúde brasileiro e a outros casos e situações semelhantes.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_121.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24744
147,DP 0120 - Demand for Housing and Urban Services in Brazil: a Hedonic Approach,Maria da Piedade Morais e Bruno de Oliveira Cruz,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper seeks to estimate the demand for housing and urban services in the major Brazilian metropolitan areas (MAs), as a contribution for the formulation of public policies of urban development. The theoretical approach used is the hedonic prices model (Rosen, 1974), which relates price with the property characteristics. The data was obtained from the 1997 National Household Survey (Pnad), published by the Brazilian Institute of Geography and Statistics (IBGE), encompassing 10 MAs. We have verified that the provision of proper housing and urban infrastructure services can significantly increase property prices in metropolitan areas, implying that such policies may have strong redistributive impacts and can be used to fight urban poverty in Brazil. Among the MAs studied, São Paulo presented the highest average rent, independently of the characteristics of the properties. The importance of the present study resides in trying to evaluate the impact of the governmental urban policies through regression analysis, what would allow policy makers to obtain more detailed information on the nature of housing demand – regarding the consumers’ preferences for the different attributes of the house and levels of provision of urban services - as well as on the capacity of cost-recovery, and the social impacts of the different housing, sanitation and urban development programs.


O objetivo do presente artigo é fornecer uma estimativa da demanda por habitação e serviços urbanos nas principais regiões metropolitanas (RMs) brasileiras, como subsídio para a elaboração de políticas públicas na área de desenvolvimento urbano. A abordagem teórica utilizada é o modelo de preços hedônicos (Rosen, 1974), o qual relaciona o preço com as diferentes características do imóvel. Os dados utilizados derivam da Pesquisa Nacional de Amostras por Domicílio (Pnad) do Instituto Brasileiro de Geografia e Estatística (IBGE) para o ano de 1997, englobando dez RMs. Verificou-se que a provisão de serviços urbanos como água, esgoto e coleta de lixo pode aumentar significativamente o preço dos imóveis nas cidades brasileiras, o que implica que tais políticas podem ter forte impacto redistributivo. Entre as RMs estudadas, São Paulo apresentou os aluguéis mais elevados, independentemente das características dos imóveis. A importância do presente estudo reside em tentar avaliar o impacto das políticas urbanas por meio da análise de regressão, o que permitiria aos formuladores de política obter informações mais detalhadas sobre a natureza da demanda por habitação – com respeito às preferências dos consumidores pelos diferentes atributos e níveis de provisão dos serviços urbanos da moradia -, bem como sobre a capacidade de recuperação de custos e os impactos dos diferentes programas do governo na área de habitação, saneamento e desenvolvimento urbano.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_120.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24745
148,DP 0119 - Automobile Demand and Supply in Brazil: Effects of Tax Rebates and Trade Liberalization on Price-marginal Cost Markups in the 1990s,Eduardo P. S. Fiuza,"ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This work is a pioneer effort to estimate supply and demand of automobiles in Brazil with a Discrete Choice model in a differentiated product oligopolistic market. We apply a Nested Logit model to the demand side and assume differentiated product price-setting firms on the supply side to evaluate the severe transformations undergone by the Brazilian automobile industry in the 1990s, especially policy events such as the tax rebates created for the so-called popular models (introduced in 1993) and the trade liberalization (initiated in 1991 and partially reversed in 1995 under the so-called Automotive Regime). We find that, although domestic cars still enjoyed considerably higher price-marginal cost markup rates than their imported counterparts (net of VATs and duties) in all market segments at the end of our sample (1997), these rates had dropped drastically and permanently during the 1995 import boom, not only because of import, but also from fiercer domestic competition. A perhaps striking finding is that, as opposed to what was verified in studies for other countries, popular and compacts enjoy the highest price-marginal cost markup rates, as they are significantly less threatened by imported competitors than the larger and luxurious models. These rates do not translate into higher pricecost margins in money units, but due to their high sales volumes these models account for great shares of the firms’ profits.


Este trabalho é um esforço pioneiro para a estimação da oferta e da demanda de automóveis no Brasil com um modelo de Escolha Discreta em um mercado oligopolístico com produtos diferenciados. Nós aplicamos uma modelagem econométrica de logit hierárquico (Nested Logit) para o lado da demanda, e adotamos a hipótese de firmas fixadoras de preços com múltiplos produtos diferenciados no lado da oferta, para avaliar as profundas transformações ocorridas na indústria automotiva brasileira nos anos 1990, especialmente a adoção de políticas como os incentivos fiscais para os chamados carros populares (introduzidos em 1993) e a liberalização comercial (iniciada em 1991 e revertida parcialmente sob o chamado regime automotivo). Nós constatamos que, embora os carros nacionais ainda auferissem taxas consideravelmente altas de markup em relação aos seus similares importados (líquidas de impostos sobre valor agregado e tarifas) em todos os segmentos de mercado no final da nossa amostra (1997), essas taxas tiveram uma queda drástica e permanente durante o boom de importações de 1995, não apenas por causa dessas importações, mas também em virtude da competição doméstica mais acirrada. Uma constatação, talvez surpreendente, é que, ao contrário do verificado em estudos em outros países, os carros populares e compactos têm as maiores taxas de markup, na medida em que são muito menos ameaçados pela competição estrangeira do que os carros grandes e de luxo. Essas taxas não se traduzem em margens preçocusto mais altas também em unidades monetárias, mas, devido ao grande volume de vendas, esses modelos correspondem a grandes percentagens dos lucros das firmas.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_119.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24746
149,DP 0118 - Forecasting Brazilian Output in Real Time in the Presence of breaks: a Comparison Of Linear and Nonlinear Models,"Marcelle Chauvet, Elcyon C. R. Lima e Brisne Vasquez","ipea, economia, governo, federal, brasil, desenvolvimento, instituto de pesquisa econômica aplicada, secretaria de assuntos estratégicos, sae, pesquisa","This paper compares the forecasting performance of linear and nonlinear models under the presence of structural breaks for the Brazilian real GDP growth. The Markov switching models proposed by Hamilton (1989) and its generalized version by Lam (1990) are applied to quarterly GDP from 1975:1 to 2000:2 allowing for breaks at the Collor Plans. The probabilities of recessions are used to analyze the Brazilian business cycle. The ability of each model in forecasting out-of-sample the growth rates of GDP is examined. The forecasting ability of the two models is also compared with linear specifications. We find that nonlinear models display the best forecasting performance and that specifications including the presence of structural breaks are important in obtaining a representation of the Brazilian business cycle.


Neste artigo são comparadas as habilidades preditivas de modelos lineares e nãolineares, com quebras estruturais, para a taxa de crescimento do PIB do Brasil. São estimados os modelos com mudança de regime markoviana propostos por Hamilton (1989) e Lam (1990) - que generaliza o modelo de Hamilton - com dados trimestrais de 1975:1 a 2000:2. Na estimação dos modelos são permitidas quebras estruturais durante os Planos Collor I e II. As probabilidades de recessão dos modelos são utilizadas para se analisar o ciclo de negócios brasileiro. É examinada a capacidade de se prever a taxa de crescimento do PIB fora da amostra e a habilidade preditiva dos dois modelos é comparada com a de modelos lineares. Os nossos resultados revelam que os modelos não-lineares são os que apresentam o melhor desempenho preditivo e que a inclusão de quebras estruturais é importante para se obter a representação do ciclo de negócios no Brasil.",https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_118.pdf,,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24747
