,Link,PDF Links,Título,Autores,Data Publicação,Publicação Mãe,Autor
120,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_3.pdf,O PROCESSO DE ELABORAÇÃO DO PLANO PLURIANUAL 2016-2019: DESAFIOS AO PLANEJAMENTO DE POLÍTICAS PÚBLICAS PELA ÓTICA PARTICIPATIVA,,,"Boletim de Análise Político-Institucional nº 28, abril 2021",Débora Nogueira Beserra
121,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_4.pdf,A QUEM SERVE A PARTICIPAÇÃO? EXPERIÊNCIA DEMOCRÁTICA DO FÓRUM INTERCONSELHOS NO PLANO PLURIANUAL 2016-2019,,,"Boletim de Análise Político-Institucional nº 28, abril 2021","Daniel Pitangueira de Avelino, Eduardo Gomor dos Santos, Felipe Portela Bezerra"
122,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_5.pdf,AS AGENDAS ODS NO PLANO PLURIANUAL 2016-2019,,,"Boletim de Análise Político-Institucional nº 28, abril 2021",Rodrigo Correa Ramiro
123,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_6.pdf,VISÕES DO ESTADO SOBRE AS MULHERES E O PLANO PLURIANUAL (PPA) 2016-2019,,,"Boletim de Análise Político-Institucional nº 28, abril 2021","Janine Mello, Ana Camila Ribeiro, Danusa Marques"
124,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_7.pdf,POLÍTICAS DE IGUALDADE RACIAL NO PLANO PLURIANUAL 2016-2019,,,"Boletim de Análise Político-Institucional nº 28, abril 2021","Eduardo Gomor dos Santos, Roseli Faria"
125,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37758,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210412_bapi_28_artigo_8.pdf,A DEFESA NACIONAL NO PLANO PLURIANUAL 2016-2019: UMA AVALIAÇÃO A PARTIR DOS PROJETOS ESTRATÉGICOS,,,"Boletim de Análise Político-Institucional nº 28, abril 2021","Luís Felipe Giesteira, Patrícia de Oliveira Matos, Thiago Borne Ferreira"
126,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_apresentacao.pdf,APRESENTAÇÃO,,,"Boletim de Análise Político-Institucional nº 27, março 2021","Sheila Cristina Tolentino Barbosa, Leandro Freitas Couto"
127,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_01.pdf,A ENCRUZILHADA DO PLANO PLURIANUAL: ENTRE A EXTINÇÃO E O FORTALECIMENTO,,,"Boletim de Análise Político-Institucional nº 27, março 2021",
128,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_02.pdf,FACES E FUNÇÕES: O (DES)USO DO PPA A PARTIR DE SUAS FUNCIONALIDADES E A INSTABILIDADE ORÇAMENTÁRIA,,,"Boletim de Análise Político-Institucional nº 27, março 2021",Leandro Freitas Couto
129,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_03.pdf,ENTRE A CONCEPÇÃO E O RESULTADO: MODELOS DE GESTÃO DOS PLANOS PLURIANUAIS COMO INSTRUMENTOS DE GESTÃO DA AÇÃO GOVERNAMENTAL,,,"Boletim de Análise Político-Institucional nº 27, março 2021",Sheila Cristina Tolentino Barbosa
130,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_04.pdf,TRIÂNGULO DE GOVERNO E DISJUNTIVAS CRÍTICAS: ELEMENTOS PARA O APERFEIÇOAMENTO INSTITUCIONAL DO PLANEJAMENTO ESTRATÉGICO FEDERAL,,,"Boletim de Análise Político-Institucional nº 27, março 2021","José Flávio Albernaz Mundim, José Celso Cardoso Junior"
131,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_05.pdf,A MODERNIZAÇÃO DO PLANEJAMENTO GOVERNAMENTAL E A GOVERNANÇA NECESSÁRIA PARA O CENTRO DE GOVERNO,,,"Boletim de Análise Político-Institucional nº 27, março 2021",Jackson De Toni
132,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_06.pdf,PPA E DESENVOLVIMENTO INCLUSIVO,,,"Boletim de Análise Político-Institucional nº 27, março 2021",
133,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_07.pdf,O QUE É UMA POLÍTICA E O QUE É UM PROGRAMA: UMA PERGUNTA SIMPLES E ATÉ HOJE SEM RESPOSTA CLARA,,,"Boletim de Análise Político-Institucional nº 27, março 2021",Antonio Lassance
134,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37671,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210322_bapi_27_artigo_08.pdf,"PLANEJAMENTO MUNICIPAL: INSTITUCIONALIDADE, CAPACIDADES ESTATAIS E PROPOSTAS DE FORTALECIMENTO",,,"Boletim de Análise Político-Institucional nº 27, março 2021","Diogo Joel Demarco, Luciana Pazini Papi, Luciana Leite Lima"
135,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_introducao.pdf,INTRODUÇÃO,,,"Boletim de Análise Político-Institucional nº 26, março 2021","Tatiana Dias Silva, Antonio Teixeira, Angélica Kely de Abreu"
136,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_1.pdf,DE VOLTA AOS PRIMÓRDIOS: EM DEFESA DO SUS COMO UMA POLÍTICA ANTIRRACISTA,,,"Boletim de Análise Político-Institucional nº 26, março 2021",Fernanda Lopes
137,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_2.pdf,IMPACTOS DE AÇÕES JUDICIAIS NA PRESERVAÇÃO DE VIDAS NEGRAS NAS FAVELAS: AC P DA MARÉ E ADPF DAS FAVELAS,,,"Boletim de Análise Político-Institucional nº 26, março 2021","Daniel Hirata, Shyrlei Rosendo dos Santos, Carolina Christoph Grillo, Camila Barros Moraes, Renato Dirk, Lidiane Malanquini"
138,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_3.pdf,VIDAS NEGRAS ENCARCERADAS: A PANDEMIA NAS PRISÕES BRASILEIRAS,,,"Boletim de Análise Político-Institucional nº 26, março 2021",Felipe da Silva Freitas
139,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_4.pdf,A PANDEMIA DE COVID-19 E A DESIGUALDADE RACIAL DE RENDA,,,"Boletim de Análise Político-Institucional nº 26, março 2021",Pedro H. G. Ferreira de Souza
140,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_5.pdf,"TRABALHO, POPULAÇÃO NEGRA E PANDEMIA: NOTAS SOBRE OS PRIMEIROS RESULTADOS DA PNAD COVID-19",,,"Boletim de Análise Político-Institucional nº 26, março 2021","Tatiana Dias Silva, Sandro Pereira Silva"
141,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_6.pdf,TRABALHO DOMÉSTICO REMUNERADO E COVID-19: APROFUNDAMENTO DAS VULNERABILIDADES EM UMA OCUPAÇÃO PRECARIZADA,,,"Boletim de Análise Político-Institucional nº 26, março 2021","Carolina Tokarski, Luana Pinheiro"
142,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_7.pdf,TERÁ COR A PANDEMIA? O IMPACTO DA COVID-19 NOS PEQUENOS EMPREENDEDORES NEGROS,,,"Boletim de Análise Político-Institucional nº 26, março 2021","Angélica Kely de Abreu, Giovanni Silva Beviláqua, Marco Aurélio Bedê, Mauro Oddo Nogueira"
143,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_8.pdf,"A COR DA MORADIA: APONTAMENTOS SOBRE RAÇA, HABITAÇÃO E PANDEMIA",,,"Boletim de Análise Político-Institucional nº 26, março 2021","Ernesto Pereira Galindo, Jorge Ubirajara Pedreira Júnior"
144,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_9.pdf,QUILOMBOS E A LUTA CONTRA O RACISMO NO CONTEXTO DA PANDEMIA,,,"Boletim de Análise Político-Institucional nº 26, março 2021","Givânia Maria da Silva, Bárbara Oliveira Souza"
145,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37604,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210304_bapi_26_artigo_10.pdf,"A JUDICIALIZAÇÃO DO AUXÍLIO EMERGENCIAL: LENTIDÃO E INEFETIVIDADE DAS AÇÕES PÚBLICAS ENTRE OS POVOS INDÍGENAS EM SÃO GABRIEL DA CACHOEIRA, NO AMAZONAS",,,"Boletim de Análise Político-Institucional nº 26, março 2021","Frederico Augusto Barbosa da Silva, Isabella Cristina Lunelli"
146,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_apresentacao.pdf,NOTA DOS EDITORES,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",Sivaldo Pereira da Silva
147,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo1.pdf,"DOSSIÊ TEMÁTICO SOBRE DEMOCRACIA DIGITAL CARACTERÍSTICAS E TENDÊNCIAS DA PESQUISA EMPÍRICA EM DEMOCRACIA DIGITAL NO BRASIL: MÉTODOS, INSTRUMENTOS E ABORDAGENS",,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",Sivaldo Pereira da Silva
148,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo2.pdf,DEMOCRACIA DIGITAL NO BRASIL: MAPEAMENTO E ANÁLISES DE ARTIGOS PUBLICADOS EM PERIÓDICOS ENTRE 1999-2018,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021","Rafael Cardoso Sampaio, Christiana Soares Freitas, Nilton Cesar Monastier Kleina, Djiovanni Jonas França Marioto, Bruno Washington Nichols, Tiago Philippini Ferreira Borges da Silva, Murilo Brum Alison, Gabriel Alexandre Bozza, Victor Hausen"
149,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo3.pdf,DADOS ABERTOS GOVERNAMENTAIS: USUÁRIOS E APROPRIAÇÕES SOCIAIS NO BRASIL,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",Maria Dominguez Costa Pinho
150,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo4.pdf,POLÍTICAS PÚBLICAS DE DEMOCRACIA DIGITAL NO GOVERNO FEDERAL: INDIVIDUALIZAÇÃO DA CIDADANIA?,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021","Daniel Pitangueira de Avelino, Igor Ferraz da Fonseca, João Cláudio Basso Pompeu"
151,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo5.pdf,O USO DE TECNOLOGIA DA INFORMAÇÃO PARA O ENFRENTAMENTO DA PANDEMIA DA COVID-19,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021","João Cláudio Basso Pompeu, Sivaldo Pereira da Silva, Daniel Pitangueira de Avelino, Igor Ferraz da Fonseca"
152,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo6.pdf,ELEIÇÕES MUNICIPAIS E A PANDEMIA DA COVID-19: ALTERNATIVAS DE AÇÃO E POSSÍVEIS IMPACTOS,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",", , Acir Almeida"
153,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo7.pdf,"OS IMPACTOS DA PANDEMIA DE COVID-19 NAS ORGANIZAÇÕES DA SOCIEDADE CIVIL: CONJUNTURA, DESAFIOS E PERSPECTIVAS",,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",Camila Escudero
154,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo8.pdf,O ABASTECIMENTO DE ÁGUA NAS FAVELAS EM MEIO À PANDEMIA DA COVID-19,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021",Rute Imanishi Rodrigues
155,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo9.pdf,MEDIDAS EMERGENCIAIS PARA A POPULAÇÃO EM SITUAÇÃO DE RUA: ENFRENTAMENTO DA PANDEMIA E SEUS EFEITOS,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021","Tatiana Dias Silva, Marco Natalino, Marina Brito Pinheiro"
156,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo10.pdf,ACESSO À JUSTIÇA DURANTE A PANDEMIA DA COVID-19: O CASO DO ESTADO DO PARANÁ,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021","Juliane Milani, Alexandre dos Santos Cunha"
157,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37562,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/210225_bapi_25_artigo11.pdf,A ELABORAÇÃO DOS INDICADORES DE MONITORAMENTO DA CONVENÇÃO DA ORGANIZAÇÃO DOS ESTADOS AMERICANOS PARA AS PESSOAS COM DEFICIÊNCIA,,,"Boletim de Análise Político-Institucional nº 25, fevereiro 2021","Igor Ferraz da Fonseca, Francine de Souza Dias"
158,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_apresentacao.pdf,APRESENTAÇÃO,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020","Marcelo Barros Gomes, Pedro de Abreu e Lima Florêncio, Orlando Cesar de Souza Lima, Sônia Christina Brant Wolff, Renata Rocha Torres Amaral"
159,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo1.pdf,BRASIL NA OCDE,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020","Marcelo Barros Gomes, Pedro de Abreu e Lima Florêncio, Orlando Cesar de Souza Lima, Sônia Christina Brant Wolff, Renata Rocha Torres Amaral"
160,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo2.pdf,ACESSÃO DO BRASIL À OCDE E A POLÍTICA FISCAL INTERNACIONAL BRASILEIRA,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020",Sergio André Rocha
161,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo3.pdf,A ENTRADA DO BRASIL NA OCDE E SEUS ACORDOS DE INVESTIMENTO: OPORTUNIDADES PARA PROMOÇÃO DE INVESTIMENTO DIRETO DE BAIXO CARBONO,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020","Fabio Costa Morosini, Laura Martins Miller"
162,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo4.pdf,INCENTIVO TRIBUTÁRIO À INOVAÇÃO NO BRASIL: RECOMENDAÇÕES E MELHORIAS FRENTE ÀS DIRETRIZES DA ORGANIZAÇÃO PARA COOPERAÇÃO E DESENVOLVIMENTO ECONÔMICO E ORGANIZAÇÃO MUNDIAL DO COMÉRCIO,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020",Lucimara dos Santos D’Ávila
163,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo5.pdf,A ECONOMIA DIGITAL E A APLICABILIDADE DOS ELEMENTOS DE CONEXÃO DA RENDA NA TRIBUTAÇÃO DIRETA INTERNACIONAL,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020",Wagner Patriota Lima da Silva
164,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo6.pdf,OCDE E GOVERNANÇA PÚBLICA: O BRASIL ESTÁ APTO A INTEGRAR A ORGANIZAÇÃO?,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020",Maria Isabel da Cunha Mathias
165,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo7.pdf,O BRASIL E AS POLÍTICAS DE MENSURAÇÃO DA COOPERAÇÃO PARA O DESENVOLVIMENTO: O LEVANTAMENTO COBRADI E O MODELO TOSSD,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020","José Alejandro Sebastian Barrios Díaz, Jhonatan do Rosario Ferreira"
166,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37558,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_internacional/210224_bepi_28_artigo8.pdf,A ACESSÃO À OCDE PRODUZ ALGUM EFEITO SOBRE O INGRESSO DE INVESTIMENTO DIRETO ESTRANGEIRO? UMA ANÁLISE DO CASO DO CHILE,,,"Boletim de Economia e Política Internacional nº 28, Setembro 2020/Dezembro 2020",André Pineli
167,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37530,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/210218_brua_23_editorial.pdf,EDITORIAL,,,"Boletim Regional, Urbano e Ambiental nº 23, Edição Especial - Agricultura 2020","Gesmar Rosa dos Santos, Carlos Eduardo de Freitas Vian, Lauro Mattei"
168,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_apresentacao.pdf,NOTA DE APRESENTAÇÃO DOS EDITORES,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020",Maurício Mota Saboya Pinheiro
169,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art1.pdf,POLÍTICAS PÚBLICAS BASEADAS EM EVIDÊNCIAS: UMA AVALIAÇÃO CRÍTICA,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020",Maurício Mota Saboya Pinheiro
170,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art2.pdf,ANÁLISE DE POLÍTICAS PÚBLICAS E USO DE EVIDÊNCIAS PELAS BUROCRACIAS: PROPOSTA DE UM MODELO ANALÍTICO PARA EXPLORAÇÃO DAS FONTES QUE INFORMA AS POLÍTICAS PÚBLICAS NO CASO BRASILEIRO,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Natália Massaco Koga, Pedro Lucas de Moura Palotti, Maricilene Isaira Baia do Nascimento, Bruno Gontyjo do Couto"
171,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art3.pdf,O PARADIGMA DAS POLÍTICAS PÚBLICAS BASEADAS EM EVIDÊNCIAS NA GESTÃO PÚBLICA BRASILEIRA: UMA ANÁLISE DAS PUBLICAÇÕES ACADÊMICAS,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Tatiana Lemos Sandim, Daienne Amaral Machado"
172,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art4.pdf,USO DE EVIDÊNCIAS CIENTÍFICAS NA AVALIAÇÃO DA INCORPORAÇÃO DE TECNOLOGIAS EM SAÚDE NO SUS: UMA ANÁLISE PRELIMINAR,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Fabiola Sulpino Vieira, Luciana Mendes Santos Servo, Sergio Francisco Piola"
173,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art5.pdf,IGNORÂNCIA E POLÍTICAS PÚBLICAS: A REGULAÇÃO DE CANNABIS MEDICINAL NO BRASIL,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020",Milena Karla Soares
174,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art6.pdf,USOS E SIGNIFICADOS DO CADASTRO ÚNICO PARA OS PROGRAMAS SOCIAIS FEDERAIS: FONTE DE EVIDÊNCIAS TÉCNICO-INSTRUMENTAIS OU RETRATOS TÉCNICO-POLÍTICO-SOCIAIS?,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Natália Massaco Koga, Rafael Viana, Ivan da Costa Marques"
175,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art7.pdf,POLICY DESIGN E MÚLTIPLAS EVIDÊNCIAS: PROPOSTA ANALÍTICA DA DINÂMICA DA POLÍTICA DE TRANSFORMAÇÃO DIGITAL DOS SERVIÇOS PÚBLICOS DA ADMINISTRAÇÃO PÚBLICA FEDERAL BRASILEIRA,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Pedro Lucas de Moura Palotti, Fernando de Barros Filgueiras, Maricilene Isaira Baia do Nascimento"
176,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art8.pdf,CARTÃO REFORMA: AVALIAÇÃO DE POLÍTICAS PÚBLICAS ATRAVÉS DE EVIDÊNCIAS,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Marlos Moreira dos Santos, Bianca Alves Silveira, Eliane Ferreira da Rocha"
177,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art9.pdf,AUDITORES INTERNOS DA CONTROLADORIA-GERAL DA UNIÃO: COMO ATUAM E QUE INFORMAÇÕES UTILIZAM,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020","Tiago Chaves Oliveira, Wagner Brignol Menke"
178,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art10.pdf,HETEROGENEIDADE DE PREFERÊNCIAS E O USO DE EVIDÊNCIAS NA CÂMARA DOS DEPUTADOS,,,"Boletim de Análise Político-Institucional nº 24, novembro 2020",Acir Almeid
179,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=37158,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/201203_bapi_24_art11.pdf,"ANÁLISE DE QUALIDADE DE EVIDÊNCIAS CIENTÍFICAS UTILIZADAS EM POLÍTICA PÚBLICA: APLICAÇÃO A DOCUMENTOS RELATIVOS À TRAMITAÇÃO DO PL NO 3.722/2012, QUE FLEXIBILIZA O CONTROLE DE ARMAS DE FOGO",,,"Boletim de Análise Político-Institucional nº 24, novembro 2020",Helder Ferreira
