Título,Link,Tipo,Data da Publicação
,,,
Nota Técnica - 2018 - Julho - Número 24 - Diest - Governança Pública: Construção de Capacidades para a Efetividade da Ação Governamental,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33944,,
,,,
"Boletim de Análise Político-Institucional nº 14, janeiro - junho 2018",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33907,,
,,,
"TD 2399 - Federalismo, Integralidade e Autonomia no SUS: desvinculação da aplicação de recursos federais e os desafios da coordenação",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33855,,
,,,
"TD 2398 - Biofármacos no Brasil: características, importância e delineamento de políticas públicas para seu desenvolvimento",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33814,,
,,,
TD 2395 - O Princípio Constitucional de Equilíbrio Financeiro e Atuarial no Regime Geral de Previdência Social: tendências recentes e o caso da regra 85/95 progressiva,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33812,,
,,,
TD 2397 - Núcleo de Governo de Fato: o caso do plano Brasil sem Miséria,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33813,,
,,,
"TD 2393 - Mais Desoneração, Mais Inovação? Uma avaliação da recente estratégia brasileira de intensificação dos incentivos fiscais a pesquisa e desenvolvimento",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33819,,
,,,
Publicações - PPP - número 50,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33775,,
,,,
Nota Técnica - 2018 - Julho - Número 43 - Diset - Desempenho Produtivo da Indústria Brasileira no Primeiro Trimestre de 2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33760,,
,,,
TD 2392 - Programas Estaduais de Transferências de Renda com Condicionalidades no Âmbito do Plano Brasil sem Miséria,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33762,,
,,,
Governança da política de infraestrutura : condicionantes institucionais ao investimento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33721,,
,,,
TD 2396 - Agricultura e Sustentabilidade: esforços brasileiros para mitigação dos problemas climáticos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33725,,
,,,
Burocracia e políticas públicas no Brasil : interseções analíticas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33720,,
,,,
TD 2394 - Impactos Macroeconômicos do Choque Fiscal de 2015: a regularização de despesas públicas não contabilizadas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33716,,
,,,
TD 2390 - Localização Intraurbana das Favelas Brasileiras: o papel dos fatores geográficos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33697,,
,,,
TD 2391 - Avaliação de Efeitos do Programa Profrota Pesqueira sobre Indicadores do Mercado de Trabalho,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33698,,
,,,
Fronteiras do Brasil: uma avaliação do arco Norte - Volume 3,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33583,,
,,,
Nota Técnica - 2018 - Junho - Número 49 - Disoc - Previdência: Tendências Internacionais das Reformas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33578,,
,,,
"Boletim Regional, Urbano e Ambiental nº 18, Janeiro/Junho 2018",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33549,,
,,,
Novos caminhos para a inovação no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33511,,
,,,
Atlas da Violência 2018: políticas públicas e retratos dos municípios brasileiros,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33509,,
,,,
Nota Técnica - 2018 - Abril - Número 23 - Diest - Projeto de Lei Complementar nº 229/2009: a nova Lei de Finanças Públicas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33479,,
,,,
TD 2389 - Contribuições à Nova Agenda Urbana: o relatório do Concidades para a Conferência Habitat III,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33438,,
,,,
Perfil das organizações da sociedade civil no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33432,,
,,,
TD 2388 - Viabilidade Econômica de Sistemas Fotovoltaicos no Brasil e Possíveis Efeitos no Setor Elétrico,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33431,,
,,,
Atlas da Violência 2018,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33410,,
,,,
A nova agenda urbana e o Brasil: insumos para sua construção e desafios a sua implementação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33345,,
,,,
TD 2387 - Aspectos Sociais do Matopiba: análise sobre o desenvolvimento humano e a vulnerabilidade social,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33250,,
,,,
DP 0232 - Impacts of Subsidized Credit on the Optimum Level of Post-Crisis Investment of Brazilian Firms,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33235,,
,,,
"A Nova Plataforma da Vulnerabilidade Social: primeiros resultados do Índice de Vulnerabilidade Social para a série histórica da PNAD (2011-2015) e desagregações por sexo, cor e situação de domicílio",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33233,,
,,,
Nota Técnica - 2018 - Maio - Número 7 - Presidência - Regras Técnicas da Seleção das Empresas do Programa Brasil Mais Produtivo no Segundo Semestre de 2018 e no Primeiro Semestre de 2019,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33220,,
,,,
DP 0233 - Why So Sluggish? Analyzing the Determinants of Price Adjustments in the Service Sector Using Survey Microdata,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33185,,
,,,
TD 2386 - Efeito Poupa-Terra e Ganhos de Produção no Setor Agropecuário Brasileiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33186,,
,,,
Reforma tributária - Ipea-OAB/DF,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33172,,
,,,
Lições de Experiências Exitosas para Melhorar a Educação em Regiões com Baixos Índices de Desenvolvimento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33154,,
,,,
PolicySpace : agent-based modeling,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33132,,
,,,
"TD 2382 - Dinâmica Econômica, Infraestrutura e Logística no Matopiba",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33156,,
,,,
TD 2383 - Os Índices de Confiança Ajudam a Elaborar Previsões Econômicas Confiáveis?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33157,,
,,,
TD 2385 - Sucessão nas Fazendas Familiares: problemas e desafios,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33158,,
,,,
"Boletim Mercado de Trabalho - Conjuntura e Análise nº 64, abril 2018",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33118,,
,,,
TD 2380 - Tributação do Capital no Brasil e no Mundo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33106,,
,,,
Publicações - PPE - volume 48 - número 1,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074,,
,,,
MÉTODOS E CONCEITOS PARA O CÁLCULO DO ÍNDICE DE VULNERABILIDADE SOCIAL COM BASE NAS PNADs E DESAGREGAÇÕES,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33073,,
,,,
TD 2379 - Família e Posição de Classe: a socialização familiar pela privação e a socialização familiar protetiva,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33077,,
,,,
TD 2384 - Efeitos da Inserção das Disciplinas de filosofia e Sociologia no Ensino Médio Sobre o Desempenho Escolar,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33067,,
,,,
Radar - 2018 - Abril- Nº 56,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33066,,
,,,
Nota Técnica - 2018 - Abril - Número 22 - Diest - Projeto de Lei nº 6.621/2016 – a proposta de Lei das Agências Reguladoras,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33065,,
,,,
TD 2381 - Reflexões Sobre a PEC Nº 287/2016 e suas Alterações: Limites e Possibilidades Para a Carência Mínima Para Aposentadoria Voluntária no regime Geral de Previdência Social,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33070,,
,,,
Brasil Metropolitano em foco: Desafios à implementação do Estatuto da Metrópole,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32908,,
,,,
Carta de Conjuntura - 2018 - 2º Trimestre - nº 39,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32921,,
,,,
Nota Técnica - 2018 - Abril - Número 48 - Disoc - Descrição do Gasto Tributário em Saúde - 2003 a 2015,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32920,,
,,,
Desafios da Nação - Volume 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32753,,
,,,
"Desafios da Nação: artigos de apoio, volume 1",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32982,,
,,,
"Desafios da Nação: artigos de apoio, volume 2",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32983,,
,,,
Bibliotecário do Século XXI: pensando o seu papel na contemporaneidade,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32855,,
,,,
Nota Técnica - 2018 - Abril - Número 42 - Diset - Evolução Produtiva da Indústria Brasileira em 2017,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32826,,
,,,
TD 2371 - Dinâmica da Inovação: Brasil frente aos países da União Europeia (indícios de 2014),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32774,,
,,,
Nota Técnica - 2018 - março - Número 12 - Dinte - O aumento das tarifas norte-americanas de importações de aço e alumínio e seus impactos sobre o Brasil e o mundo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32773,,
,,,
TD 2372 - Escalas da Urbanização Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32768,,
,,,
"TD 2378 - Modelos de Concessão de Rodovias no Brasil, no México, no Chile, na Colômbia e nos Estados Unidos: evolução histórica e avanços regulatórios",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32760,,
,,,
TD 2376 - Integração de Registros Administrativos para Políticas de Proteção Social: contribuições a partir da experiência brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32758,,
,,,
TD 2377 - Mudança Estrutural e Competitividade das Exportações Brasileiras: uma visão de longo prazo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32759,,
,,,
PolicySpace: Modelagem Baseada em Agentes,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32743,,
,,,
Avaliação de Políticas Públicas - Guia Prático de Análise Ex Ante - Volume 1,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32688,,
,,,
Brasil e o Sistema das Nações Unidas - desafios e oportunidades na governança global,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32686,,
,,,
Diálogos sobre os Objetivos de Desenvolvimento Sustentável e os Desafios para a Gestão da Água e do Saneamento no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32642,,
,,,
Diálogos sobre los Objetivos de Desarrollo Sostenible y los Desafíos de la Gestión del Agua y del Saneamiento en Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32641,,
,,,
Dialogues on the Sustainable Development Goals and the Challenges for Water and Sanitation Management in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32640,,
,,,
TD 2375 - Radiografia das Transferências Federais para Municípios por Meio do Bloco de Gestão do Fundo Nacional de Saúde (2013-2016),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32636,,
,,,
TD 2374 - Base de Dados Sobre Conferências Nacionais e um Ensaio de Análise Lexical por Contexto,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32637,,
,,,
TD 2373 - Fluxos de Capitais Para os Países Emergentes: A Visão do FMI,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32608,,
,,,
TD 2369 - Sobre a Agricultura Irrigada no Semiárido: Uma Análise Histórica e Atual de Diferentes Opções de Política,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32607,,
,,,
Erradicando a Pobreza e Promovendo a Prosperidade em um Mundo em Mudança - Subsídios ao acompanhamento dos Objetivos de Desenvolvimento Sustentável,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32558,,
,,,
Nota Técnica - 2018 - março - Número 41 - Diset - Encomendas tecnológicas no Brasil: Novas possibilidades legais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32530,,
,,,
"TD 2368 - Epidemia do Vírus Zika e Microcefalia no Brasil: Emergência, Evolução e Enfrentamento",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32492,,
,,,
TD 2367 - Laços na Diversidade: análise da trajetória de construção do movimento social de economia solidária no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32491,,
,,,
TD 2365 - Previdência e Reposição no Serviço Público Civil Federal do Poder Executivo: microssimulações,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32468,,
,,,
Relatório de Pesquisa - A Implementação do Estatuto da Metrópole na Região Metropolitana de Salvador,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32452,,
,,,
TD 2370 - A Digitalização do Mercado de Capitais no Brasil: tendências recentes,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32419,,
,,,
TD 2366 - Avaliação do Impacto Econômico Setorial da Banda Larga,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32402,,
,,,
Relatório de Pesquisa -Projeto Governança Metropolitana no Brasil - Adequação dos arranjos de governança metropolitana ao estatuto da metrópole e subsídio à elaboração dos planos de desenvolvimento urbano integrado: o caso da RM Grande Vitória,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32386,,
,,,
TD 2363 -Uma Análise econométrica do Programa um Computador por Aluno,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32327,,
,,,
Terceirização do Trabalho no Brasil: novas e distintas perspectivas para o debate,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32326,,
,,,
Radar - 2018 - Fevereiro - Nº 55,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32320,,
,,,
Carta de Conjuntura - 2018 - 1º Trimestre - nº 38,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32302,,
,,,
Nota Técnica - 2018 - fevereiro - Número 12 - Dirur – Transporte semiurbano interestadual de passageiros,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32297,,
,,,
"TD 2364 - Vulnerabilidade Social no Brasil: conceitos, métodos e primeiros resultados para municípios e regiões metropolitanas brasileiras",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32296,,
,,,
Nota Técnica - 2018 - janeiro - Número 47 - Disoc - O público e o privado no sistema de saúde: Uma apreciação do projeto de Plano de Saúde Acessível,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32249,,
,,,
TD 2362 - Resolução dos Conflitos Laborais no Brasil: os papéis desempenhados pela Justiça do Trabalho,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32246,,
,,,
TD 2361 - O Campo de Pesquisa da Economia Solidária no Brasil: abordagens metodológicas e dimensões analíticas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32245,,
,,,
TD 2360 - Mobilização Social e Deliberação Participativa na Formação da Agenda Governamental: Uma Análise Processual das Conferências Nacionais de Economia Solidária,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32218,,
,,,
"TD 2359 - Núcleo, Centro de Governo, Centro Presidencial, Alto Governo: várias nomenclaturas e uma questão principal",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32203,,
,,,
"TD 2358 - Democracia, Políticas Públicas e Instituições de Deliberação Participativa: visões sobre a experiência brasileira",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32202,,
,,,
TD 2357 - Impacto da Desoneração da Folha de Pagamento sobre o Emprego: novas evidências,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32196,,
,,,
TD 2356 - Evolução do Gasto com Medicamentos do Sistema Único de Saúde no Período de 2010 a 2016,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32195,,
,,,
Nota Técnica - 2018 - janeiro - Número 46 - Disoc - As transferências de recursos do Fundo Nacional de Saúde para os fundos estaduais e municipais de saúde em 2016,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32186,,
,,,
Publicações - PPP - número 49,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32180,,
,,,
TD 2349 - Avaliação de Priorizações para Expansão da Rede de Acesso à Banda Larga nos Municípios Brasileiros,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32176,,
,,,
Nota Técnica - 2017 - dezembro - Número 40 - Diset - Avaliação da necessidade e da localização de centros de distribuição para medicamentos do Ministério da Saúde,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32174,,
,,,
Publicações - PPE - volume 47 - número 3,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167,,
,,,
TD 2355 - Análise da Rede de Relações e sua Influência nas Políticas Públicas de Turismo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32015,,
,,,
TD 2351 - Determinantes Socioeconômicos da Coabitação Familiar dos Jovens e da Formação de Novos Domicílios no Brasil Urbano,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32007,,
,,,
TD 2352 - Reconfigurações da Ação Estatal na Política de Infraestrutura no Período Recente: avanços e limites,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32008,,
,,,
TD 2354 - Gastos Ambientais no Brasil: proposta metodológica para aplicação no orçamento federal,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32010,,
,,,
TD 2353 - Condicionantes Institucionais à Execução dos Investimentos em Infraestrutura Econômica no Brasil: licenciamento ambiental,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32012,,
,,,
"Boletim de Economia e Política Internacional nº 23, Maio/Agosto 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31988,,
,,,
"Tempo do Mundo, Volume 3, Número 2 - Julho 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31987,,
,,,
Radar - 2017 - Dezembro - Nº 54,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31979,,
,,,
"TD 2350 - A Atual Reforma Trabalhista: possibilidades, problemas e contradições",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31975,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Sergipe,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31919,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Rondônia,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31918,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado do Rio de Janeiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31917,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado do Paraná,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31916,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado do Piauí,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31915,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado da Paraíba,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31914,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Mato Grosso,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31913,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Goiás,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31912,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas (1º ciclo) - Estado de Alagoas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31911,,
,,,
A política comercial brasileira em análise,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31742,,
,,,
Nota Técnica - 2017 - dezembro - Número 45 - Disoc - Os Efeitos do Envelhecimento na Previdência Social Brasileira e as Aposentadorias Precoces,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31834,,
,,,
Atlas do Desenvolvimento Humano nas Regiões Metropolitanas Brasileiras,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31874,,
,,,
Nota Técnica - 2017 - dezembro - Número 39 - Diset - Desempenho Produtivo da Indústria Brasileira no Terceiro Trimestre de 2017,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31835,,
,,,
TD 2348 - O Brasil em 2035: tendências e incertezas para a área social,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31833,,
,,,
Nota Técnica - 2017 - novembro - Número 44 - Disoc - Fundeb e VAA Mínimo Nacional: Critérios Alternativos e Reflexos Sobre a Complementação da União,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31700,,
,,,
Nota Técnica - 2017 - novembro - Número 6 - Presidência - Nova Arquitetura de Dados da ASTEC,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31699,,
,,,
TD 2346 - Produtividade Total dos Fatores Efetiva da Indústria Brasileira 1990-2009,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31690,,
,,,
DP 0230 - Inflation Expectations and the Phillips Curve: an encompassing framework,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31691,,
,,,
TD 2347 - Uma Avaliação de Impacto de um Programa de Qualificação Profissional na Empresa sobre a Inserção dos Jovens no Mercado de Trabalho Formal,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31692,,
,,,
DP 0229 - The Trade-Off Between Inflation And Economic Activity In Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31676,,
,,,
DP 0228 - Meaning of Time: legislative duration in the brazilian congress,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31686,,
,,,
Nota Técnica - 2017 - novembro - Número 43 - Disoc - Perfil dos Contribuintes para Previdência Privada,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31675,,
,,,
TD 2345 - Fluxos no Mercado de Trabalho e Dinâmica do Desemprego em Diferentes Horizontes Temporais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31674,,
,,,
"Políticas Sociais - acompanhamento e análise nº 25, 2018",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31656,,
,,,
Burocracia federal de infraestrutura econômica: reflexões sobre capacidades estatais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31635,,
,,,
O Mercosul e as regiões de fronteira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31481,,
,,,
"Boletim Regional, Urbano e Ambiental nº 17, Julho/Dezembro 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31588,,
,,,
TD 2344 - Crescimento do Emprego nas Firmas da Economia Brasileira: resultados por grupos de idade e tamanho,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31567,,
,,,
Carta de Conjuntura - 2017 - 4º Trimestre - nº 37,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31527,,
,,,
"Políticas de Apoio à Inovação Tecnológica no Brasil: avanços recentes, limitações e propostas de ações",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30774,,
,,,
"Cadeias Globais de Valor, Políticas Públicas e Desenvolvimento",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31265,,
,,,
"Boletim Mercado de Trabalho - Conjuntura e Análise nº 63, Outubro 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31396,,
,,,
Programa de Consolidação do Pacto Nacional pela Gestão de Águas: Referencial Básico de Avaliação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31443,,
,,,
"Características Estruturais do Sistema Financeiro Brasileiro: um registro da reflexão do Ipea no biênio 2014-2015, volume 1",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31440,,
,,,
"TD 2343 - Agricultura Familiar, Assistência Técnica e Extensão Rural e a Política Nacional de Ater",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31419,,
,,,
TD 2342 - Cobertura e Padrão de Inserção Previdenciária dos Trabalhadores Autônomos no Regime Geral de Previdência Social,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31420,,
,,,
TD 2340 - Colegiados Nacionais de Políticas Públicas em Contexto de Mudanças: equipes de apoio e estratégias de sobrevivência,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31421,,
,,,
Radar - 2017 - Outubro - Nº 53,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31397,,
,,,
"Relatório de Pesquisa - Usos Y Políticas del Cannabis en la Frontera Uruguay-Brasil: Percepciones, moralidades y trayectorias de actores públicos y usuarios de cannabis en las ciudades de Artigas, Rivera, Rio Branco y Chuy",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31388,,
,,,
"Boletim de Análise Político-Institucional nº 13, outubro 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31342,,
,,,
"Boletim de Análise Político-Institucional nº 12, julho - dezembro 2017",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31345,,
,,,
TD 2341 - O Encontro Entre Douglass North e Celso Furtado em 1961: visões alternativas sobre a economia nordestina,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31334,,
,,,
TD 2339 - As Atualizações e a Persistência da Cultura do Estupro no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31333,,
,,,
Relatório Institucional - Fronteiras do Brasil: uma síntese dos trabalhos da oficina de Brasília,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31340,,
,,,
"Inovação no Setor Público: teoria, tendências e casos no Brasil",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31178,,
,,,
Arranjos produtivos locais e desenvolvimento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31254,,
,,,
Nota Técnica - 2017 - outubro - Número 38 - Diset - Desempenho produtivo da indústria brasileira no primeiro semestre de 2017,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31246,,
,,,
